Customer_No,Prediction,Probability_Prediction
102698,0,0.36
102699,0,0.17
102700,1,0.6
102701,0,0.04
102702,0,0.24
102703,0,0.21
102704,1,0.6
102705,0,0.31
102706,0,0.22
102707,0,0.22
102708,0,0.15
102709,0,0.22
102710,0,0.27
102711,0,0.37
102712,0,0.48
102713,0,0.28
102714,0,0.26
102715,1,0.52
102716,0,0.31
102717,0,0.16
102718,0,0.34
102719,0,0.24
102720,1,0.58
102721,0,0.06
102722,0,0.17
102723,0,0.34
102724,0,0.16
102725,0,0.3
102726,0,0.4
102727,0,0.26
102728,0,0.29
102729,0,0.17
102730,0,0.4
102731,0,0.4
102732,0,0.11
102733,1,0.5
102734,0,0.02
102735,0,0.3
102736,0,0.32
102737,0,0.36
102738,0,0.37
102739,0,0.16
102740,0,0.3
102741,0,0.06
102742,0,0.31
102743,0,0.2
102744,0,0.19
102745,0,0.19
102746,0,0.26
102747,0,0.22
102748,0,0.26
102749,0,0.5
102750,0,0.2
102751,0,0.04
102752,0,0.32
102753,0,0.38
102754,0,0.34
102755,0,0.13
102756,0,0.26
102757,0,0.2
102758,0,0.11
102759,0,0.41
102760,0,0.46
102761,0,0.25
102762,0,0.15
102763,0,0.28
102764,0,0.32
102765,0,0.3
102766,0,0.38
102767,0,0.16
102768,1,0.62
102769,0,0.32
102770,0,0.1
102771,0,0.32
102772,0,0.32
102773,0,0.29
102774,0,0.34
102775,0,0.23
102776,0,0.28
102777,1,0.64
102778,0,0.28
102779,0,0.28
102780,0,0.31
102781,1,0.57
102782,0,0.11
102783,0,0.12
102784,1,0.54
102785,0,0.29
102786,0,0.22
102787,0,0.29
102788,0,0.25
102789,0,0.38
102790,0,0.21
102791,1,0.62
102792,1,0.51
102793,0,0.16
102794,1,0.72
102795,0,0.28
102796,0,0.26
102797,0,0.49
102798,0,0.2
102799,0,0.08
102800,0,0.28
102801,0,0.46
102802,0,0.38
102803,0,0.32
102804,0,0.39
102805,0,0.26
102806,0,0.22
102807,0,0.05
102808,0,0.34
102809,0,0.32
102810,0,0.38
102811,0,0.31
102812,1,0.68
102813,0,0.3
102814,1,0.61
102815,1,0.6
102816,0,0.01
102817,0,0.28
102818,0,0.36
102819,0,0.25
102820,0,0.28
102821,0,0.16
102822,0,0.23
102823,0,0.21
102824,0,0.4
102825,0,0.16
102826,0,0.3
102827,0,0.24
102828,0,0.26
102829,0,0.32
102830,1,0.79
102831,1,0.7
102832,1,0.53
102833,0,0.2
102834,0,0.27
102835,0,0.19
102836,0,0.36
102837,0,0.2
102838,0,0.23
102839,0,0.33
102840,0,0.07
102841,0,0.14
102842,0,0.32
102843,0,0.32
102844,1,0.52
102845,0,0.14
102846,0,0.22
102847,0,0.34
102848,0,0.18
102849,0,0.26
102850,0,0.34
102851,0,0.26
102852,0,0.2
102853,1,0.6
102854,0,0.06
102855,0,0.34
102856,1,0.51
102857,0,0.34
102858,0,0.11
102859,0,0.29
102860,0,0.48
102861,0,0.24
102862,0,0.25
102863,0,0.27
102864,0,0.28
102865,0,0.21
102866,0,0.4
102867,0,0.1
102868,0,0.34
102869,0,0.2
102870,0,0.23
102871,0,0.24
102872,0,0.32
102873,0,0.38
102874,0,0.25
102875,0,0.31
102876,0,0.18
102877,0,0.12
102878,0,0.32
102879,0,0.22
102880,0,0.05
102881,0,0.34
102882,0,0.21
102883,0,0.38
102884,0,0.25
102885,0,0.35
102886,0,0.27
102887,0,0.11
102888,1,0.6
102889,0,0.02
102890,0,0.38
102891,0,0.15
102892,0,0.16
102893,0,0.28
102894,0,0.38
102895,1,0.55
102896,0,0.28
102897,0,0.25
102898,0,0.2
102899,0,0.31
102900,0,0.15
102901,0,0.25
102902,0,0.14
102903,0,0.1
102904,0,0.31
102905,0,0.3
102906,0,0.21
102907,0,0.38
102908,0,0.22
102909,0,0.2
102910,0,0.24
102911,0,0.26
102912,0,0.32
102913,0,0.23
102914,0,0.32
102915,1,0.62
102916,0,0.32
102917,0,0.4
102918,0,0.22
102919,0,0.2
102920,0,0.19
102921,0,0.1
102922,0,0.38
102923,0,0.16
102924,0,0.3
102925,0,0.29
102926,0,0.11
102927,0,0.28
102928,0,0.31
102929,0,0.28
102930,1,0.56
102931,0,0.36
102932,0,0.28
102933,0,0.27
102934,0,0.34
102935,0,0.27
102936,0,0.28
102937,0,0.13
102938,0,0.2
102939,0,0.2
102940,0,0.2
102941,0,0.1
102942,0,0.25
102943,0,0.4
102944,0,0.4
102945,0,0.3
102946,0,0.32
102947,0,0.28
102948,1,0.53
102949,0,0.24
102950,1,0.54
102951,0,0.2
102952,0,0.24
102953,0,0.19
102954,0,0.25
102955,0,0.26
102956,0,0.2
102957,0,0.3
102958,0,0.26
102959,0,0.15
102960,1,0.6
102961,1,0.58
102962,0,0.26
102963,0,0.32
102964,0,0.49
102965,0,0.26
102966,0,0.34
102967,0,0.27
102968,0,0.18
102969,0,0.34
102970,0,0.18
102971,0,0.45
102972,0,0.35
102973,0,0.26
102974,0,0.23
102975,0,0.24
102976,0,0.26
102977,0,0.22
102978,0,0.4
102979,0,0.14
102980,0,0.46
102981,1,0.61
102982,0,0.18
102983,0,0.24
102984,0,0.11
102985,0,0.2
102986,0,0.28
102987,0,0.3
102988,0,0.18
102989,0,0.28
102990,0,0.33
102991,0,0.3
102992,0,0.31
102993,0,0.41
102994,0,0.24
102995,1,0.52
102996,0,0.3
102997,0,0.35
102998,0,0.18
102999,0,0.37
103000,1,0.5
103001,0,0.32
103002,0,0.24
103003,0,0.18
103004,1,0.64
103005,0,0.5
103006,0,0.12
103007,0,0.16
103008,0,0.25
103009,0,0.26
103010,0,0.34
103011,0,0.31
103012,1,0.7
103013,0,0.28
103014,0,0.32
103015,1,0.53
103016,0,0.22
103017,0,0.24
103018,0,0.32
103019,0,0.28
103020,0,0.22
103021,0,0.25
103022,0,0.46
103023,0,0.17
103024,0,0.24
103025,0,0.4
103026,0,0.28
103027,0,0.22
103028,0,0.31
103029,0,0.34
103030,0,0.26
103031,0,0.26
103032,0,0.34
103033,0,0.44
103034,0,0.21
103035,0,0.06
103036,0,0.34
103037,0,0.28
103038,0,0.26
103039,0,0.24
103040,0,0.24
103041,0,0.22
103042,0,0.3
103043,0,0.46
103044,0,0.3
103045,0,0.37
103046,0,0.34
103047,0,0.16
103048,0,0.28
103049,0,0.2
103050,0,0.37
103051,0,0.19
103052,1,0.63
103053,0,0.08
103054,0,0.14
103055,0,0.24
103056,0,0.16
103057,0,0.18
103058,0,0.19
103059,0,0.28
103060,0,0.22
103061,0,0.12
103062,0,0.32
103063,0,0.45
103064,1,0.7
103065,0,0.24
103066,0,0.23
103067,0,0.4
103068,0,0.38
103069,0,0.38
103070,0,0.27
103071,0,0.22
103072,0,0.26
103073,0,0.32
103074,0,0.34
103075,0,0.11
103076,0,0.37
103077,0,0.27
103078,0,0.22
103079,0,0.28
103080,0,0.25
103081,0,0.18
103082,0,0.24
103083,0,0.38
103084,0,0.37
103085,0,0.36
103086,0,0.16
103087,0,0.13
103088,0,0.32
103089,0,0.28
103090,0,0.23
103091,0,0.22
103092,0,0.5
103093,0,0.48
103094,0,0.14
103095,0,0.19
103096,0,0.38
103097,1,0.54
103098,0,0.47
103099,0,0.2
103100,0,0.33
103101,0,0.42
103102,0,0.18
103103,1,0.5
103104,0,0.32
103105,0,0.36
103106,1,0.5
103107,0,0.24
103108,0,0.23
103109,0,0.42
103110,1,0.56
103111,0,0.36
103112,0,0.28
103113,0,0.2
103114,0,0.08
103115,1,0.62
103116,1,0.69
103117,0,0.38
103118,0,0.32
103119,0,0.26
103120,0,0.35
103121,0,0.18
103122,0,0.5
103123,0,0.22
103124,0,0.26
103125,0,0.43
103126,0,0.28
103127,0,0.43
103128,0,0.26
103129,0,0.19
103130,1,0.52
103131,0,0.26
103132,1,0.53
103133,0,0.38
103134,0,0.28
103135,1,0.68
103136,0,0.26
103137,0,0.48
103138,0,0.18
103139,0,0.08
103140,0,0.26
103141,0,0.32
103142,0,0.37
103143,0,0.18
103144,0,0.39
103145,0,0.06
103146,1,0.56
103147,0,0.2
103148,0,0.41
103149,1,0.73
103150,0,0.27
103151,0,0.4
103152,1,0.52
103153,0,0.25
103154,0,0.48
103155,0,0.3
103156,0,0.24
103157,0,0.32
103158,0,0.33
103159,0,0.32
103160,0,0.5
103161,0,0.42
103162,0,0.38
103163,1,0.56
103164,0,0.26
103165,1,0.6
103166,0,0.3
103167,0,0.16
103168,0,0.31
103169,0,0.32
103170,0,0.12
103171,0,0.46
103172,0,0.4
103173,0,0.18
103174,0,0.36
103175,0,0.36
103176,0,0.28
103177,0,0.22
103178,0,0.14
103179,0,0.2
103180,0,0.14
103181,0,0.22
103182,0,0.42
103183,0,0.12
103184,0,0.22
103185,0,0.48
103186,1,0.68
103187,0,0.26
103188,0,0.16
103189,0,0.34
103190,0,0.1
103191,0,0.3
103192,0,0.46
103193,0,0.15
103194,0,0.36
103195,0,0.16
103196,0,0.18
103197,0,0.34
103198,0,0.26
103199,0,0.14
103200,0,0.26
103201,1,0.6
103202,0,0.18
103203,0,0.12
103204,0,0.42
103205,0,0.32
103206,0,0.46
103207,0,0.18
103208,0,0.33
103209,0,0.26
103210,0,0.29
103211,0,0.14
103212,0,0.18
103213,1,0.53
103214,0,0.29
103215,0,0.32
103216,0,0.26
103217,0,0.16
103218,0,0.32
103219,0,0.32
103220,0,0.12
103221,0,0.33
103222,0,0.34
103223,0,0.42
103224,0,0.16
103225,0,0.13
103226,1,0.59
103227,1,0.55
103228,0,0.46
103229,0,0.3
103230,0,0.12
103231,0,0.35
103232,0,0.21
103233,0,0.1
103234,0,0.13
103235,0,0.15
103236,0,0.32
103237,0,0.27
103238,0,0.25
103239,0,0.28
103240,0,0.26
103241,0,0.14
103242,0,0.22
103243,0,0.28
103244,0,0.36
103245,0,0.16
103246,0,0.29
103247,0,0.27
103248,0,0.48
103249,0,0.24
103250,0,0.42
103251,0,0.26
103252,0,0.22
103253,0,0.2
103254,0,0.19
103255,0,0.27
103256,0,0.17
103257,0,0.38
103258,1,0.62
103259,0,0.32
103260,0,0.31
103261,1,0.59
103262,0,0.27
103263,0,0.2
103264,0,0.38
103265,0,0.27
103266,0,0.1
103267,0,0.31
103268,0,0.19
103269,0,0.39
103270,0,0.42
103271,0,0.35
103272,0,0.44
103273,0,0.3
103274,0,0.37
103275,0,0.24
103276,0,0.34
103277,0,0.28
103278,0,0.19
103279,0,0.14
103280,1,0.53
103281,0,0.14
103282,0,0.14
103283,0,0.42
103284,0,0.46
103285,0,0.46
103286,0,0.36
103287,0,0.26
103288,0,0.29
103289,0,0.2
103290,0,0.49
103291,0,0.14
103292,0,0.17
103293,0,0.28
103294,0,0.16
103295,0,0.17
103296,0,0.24
103297,0,0.14
103298,0,0.5
103299,0,0.39
103300,0,0.38
103301,0,0.24
103302,0,0.3
103303,1,0.68
103304,0,0.35
103305,0,0.27
103306,0,0.32
103307,0,0.18
103308,0,0.14
103309,0,0.14
103310,1,0.69
103311,0,0.16
103312,1,0.56
103313,0,0.24
103314,0,0.24
103315,0,0.3
103316,0,0.5
103317,0,0.2
103318,0,0.26
103319,0,0.32
103320,0,0.36
103321,0,0.18
103322,0,0.04
103323,0,0.26
103324,0,0.16
103325,0,0.3
103326,0,0.5
103327,0,0.3
103328,0,0.32
103329,0,0.2
103330,0,0.38
103331,0,0.08
103332,0,0.06
103333,0,0.33
103334,0,0.48
103335,1,0.69
103336,0,0.24
103337,0,0.48
103338,0,0.11
103339,0,0.35
103340,0,0.22
103341,0,0.19
103342,0,0.4
103343,1,0.78
103344,0,0.18
103345,0,0.34
103346,0,0.31
103347,0,0.2
103348,0,0.1
103349,0,0.36
103350,0,0.14
103351,1,0.6
103352,1,0.62
103353,0,0.25
103354,0,0.39
103355,0,0.28
103356,1,0.53
103357,1,0.68
103358,0,0.04
103359,0,0.44
103360,0,0.1
103361,1,0.81
103362,0,0.3
103363,0,0.3
103364,0,0.24
103365,0,0.24
103366,0,0.08
103367,1,0.6
103368,0,0.14
103369,0,0.24
103370,0,0.08
103371,0,0.3
103372,0,0.13
103373,0,0.1
103374,0,0.22
103375,0,0.16
103376,0,0.3
103377,0,0.38
103378,0,0.3
103379,0,0.2
103380,0,0.22
103381,0,0.16
103382,0,0.1
103383,0,0.38
103384,0,0.26
103385,1,0.58
103386,0,0.2
103387,0,0.32
103388,0,0.21
103389,0,0.4
103390,0,0.32
103391,0,0.22
103392,0,0.19
103393,0,0.42
103394,0,0.16
103395,0,0.23
103396,0,0.43
103397,0,0.36
103398,0,0.15
103399,0,0.21
103400,0,0.48
103401,0,0.2
103402,0,0.22
103403,1,0.53
103404,1,0.62
103405,0,0.32
103406,1,0.63
103407,1,0.5
103408,0,0.45
103409,0,0.24
103410,0,0.08
103411,0,0.16
103412,0,0.34
103413,0,0.42
103414,0,0.28
103415,0,0.34
103416,0,0.18
103417,0,0.21
103418,1,0.77
103419,0,0.43
103420,0,0.4
103421,0,0.31
103422,1,0.54
103423,0,0.3
103424,0,0.33
103425,1,0.59
103426,1,0.56
103427,0,0.28
103428,0,0.37
103429,0,0.25
103430,0,0.32
103431,0,0.44
103432,0,0.21
103433,0,0.21
103434,1,0.57
103435,0,0.42
103436,0,0.23
103437,0,0.17
103438,0,0.21
103439,0,0.29
103440,0,0.18
103441,0,0.47
103442,0,0.31
103443,1,0.65
103444,0,0.2
103445,0,0.2
103446,0,0.35
103447,1,0.54
103448,1,0.66
103449,0,0.34
103450,0,0.34
103451,0,0.31
103452,0,0.4
103453,0,0.35
103454,1,0.56
103455,0,0.42
103456,0,0.21
103457,0,0.2
103458,0,0.26
103459,1,0.66
103460,0,0.13
103461,1,0.67
103462,0,0.38
103463,0,0.25
103464,1,0.6
103465,0,0.2
103466,0,0.18
103467,0,0.28
103468,0,0.34
103469,0,0.18
103470,0,0.29
103471,0,0.38
103472,0,0.3
103473,1,0.66
103474,0,0.33
103475,0,0.32
103476,0,0.2
103477,0,0.18
103478,0,0.28
103479,0,0.26
103480,0,0.27
103481,0,0.36
103482,0,0.14
103483,0,0.18
103484,0,0.4
103485,0,0.22
103486,0,0.22
103487,0,0.1
103488,0,0.28
103489,0,0.38
103490,0,0.29
103491,0,0.36
103492,0,0.26
103493,0,0.28
103494,0,0.14
103495,0,0.38
103496,0,0.2
103497,0,0.44
103498,0,0.27
103499,0,0.25
103500,1,0.5
103501,0,0.32
103502,0,0.32
103503,0,0.44
103504,0,0.38
103505,0,0.26
103506,0,0.26
103507,0,0.28
103508,0,0.46
103509,1,0.66
103510,1,0.53
103511,0,0.38
103512,0,0.27
103513,0,0.28
103514,0,0.16
103515,0,0.36
103516,0,0.18
103517,0,0.18
103518,0,0.24
103519,0,0.18
103520,0,0.32
103521,0,0.24
103522,0,0.48
103523,0,0.38
103524,0,0.38
103525,0,0.17
103526,0,0.2
103527,0,0.34
103528,0,0.34
103529,0,0.2
103530,0,0.32
103531,0,0.22
103532,0,0.08
103533,0,0.1
103534,1,0.66
103535,0,0.28
103536,0,0.28
103537,0,0.16
103538,0,0.34
103539,0,0.26
103540,0,0.22
103541,0,0.16
103542,0,0.36
103543,0,0.23
103544,1,0.54
103545,0,0.3
103546,0,0.11
103547,0,0.3
103548,0,0.19
103549,0,0.22
103550,1,0.66
103551,0,0.24
103552,0,0.19
103553,0,0.26
103554,0,0.29
103555,0,0.21
103556,0,0.28
103557,0,0.18
103558,0,0.3
103559,0,0.26
103560,1,0.6
103561,0,0.23
103562,1,0.69
103563,0,0.22
103564,0,0.22
103565,0,0.14
103566,1,0.64
103567,0,0.28
103568,0,0.21
103569,0,0.36
103570,0,0.4
103571,0,0.34
103572,1,0.62
103573,0,0.2
103574,0,0.2
103575,0,0.08
103576,0,0.25
103577,0,0.45
103578,0,0.35
103579,1,0.6
103580,0,0.07
103581,0,0.15
103582,1,0.62
103583,0,0.46
103584,0,0.16
103585,0,0.34
103586,0,0.3
103587,0,0.42
103588,0,0.18
103589,0,0.2
103590,0,0.4
103591,0,0.36
103592,0,0.14
103593,0,0.14
103594,0,0.41
103595,0,0.33
103596,0,0.32
103597,1,0.54
103598,0,0.25
103599,0,0.32
103600,1,0.57
103601,1,0.64
103602,0,0.1
103603,1,0.54
103604,0,0.26
103605,0,0.16
103606,0,0.13
103607,0,0.24
103608,1,0.69
103609,0,0.32
103610,0,0.14
103611,0,0.28
103612,0,0.19
103613,0,0.2
103614,0,0.4
103615,0,0.15
103616,0,0.34
103617,0,0.2
103618,0,0.22
103619,0,0.18
103620,0,0.21
103621,0,0.42
103622,0,0.25
103623,0,0.18
103624,0,0.27
103625,0,0.22
103626,0,0.29
103627,0,0.36
103628,0,0.08
103629,0,0.24
103630,0,0.36
103631,0,0.44
103632,0,0.19
103633,0,0.36
103634,0,0.38
103635,0,0.2
103636,0,0.23
103637,0,0.28
103638,0,0.2
103639,0,0.28
103640,0,0.31
103641,0,0.44
103642,0,0.4
103643,0,0.11
103644,1,0.53
103645,0,0.24
103646,0,0.21
103647,0,0.45
103648,0,0.1
103649,0,0.23
103650,0,0.2
103651,0,0.32
103652,0,0.44
103653,0,0.4
103654,0,0.15
103655,0,0.06
103656,0,0.26
103657,0,0.48
103658,0,0.24
103659,0,0.36
103660,1,0.52
103661,0,0.13
103662,0,0.21
103663,0,0.13
103664,0,0.22
103665,1,0.56
103666,0,0.42
103667,0,0.23
103668,0,0.14
103669,1,0.62
103670,0,0.24
103671,0,0.46
103672,1,0.77
103673,0,0.15
103674,0,0.26
103675,0,0.36
103676,0,0.37
103677,0,0.23
103678,0,0.28
103679,0,0.18
103680,1,0.62
103681,1,0.67
103682,0,0.34
103683,0,0.34
103684,0,0.32
103685,0,0.45
103686,0,0.24
103687,0,0.18
103688,0,0.41
103689,0,0.29
103690,0,0.18
103691,0,0.38
103692,0,0.25
103693,0,0.28
103694,0,0.36
103695,0,0.2
103696,0,0.24
103697,0,0.49
103698,0,0.26
103699,0,0.37
103700,0,0.24
103701,0,0.27
103702,0,0.16
103703,0,0.29
103704,0,0.26
103705,1,0.5
103706,0,0.28
103707,0,0.36
103708,0,0.2
103709,0,0.08
103710,0,0.16
103711,1,0.76
103712,0,0.2
103713,0,0.18
103714,0,0.44
103715,0,0.2
103716,0,0.28
103717,0,0.23
103718,0,0.2
103719,1,0.74
103720,0,0.21
103721,0,0.13
103722,0,0.4
103723,1,0.52
103724,0,0.24
103725,0,0.14
103726,0,0.23
103727,0,0.25
103728,0,0.26
103729,0,0.11
103730,0,0.36
103731,0,0.34
103732,0,0.34
103733,0,0.42
103734,0,0.33
103735,0,0.23
103736,0,0.19
103737,0,0.06
103738,0,0.21
103739,0,0.36
103740,0,0.33
103741,0,0.26
103742,0,0.34
103743,0,0.21
103744,0,0.14
103745,0,0.29
103746,0,0.29
103747,0,0.35
103748,0,0.38
103749,1,0.58
103750,0,0.19
103751,1,0.57
103752,0,0.42
103753,0,0.24
103754,0,0.19
103755,0,0.12
103756,0,0.38
103757,0,0.22
103758,0,0.18
103759,0,0.29
103760,0,0.17
103761,0,0.2
103762,0,0.1
103763,0,0.42
103764,0,0.12
103765,0,0.13
103766,0,0.02
103767,0,0.22
103768,0,0.42
103769,0,0.18
103770,0,0.36
103771,0,0.14
103772,0,0.14
103773,0,0.24
103774,0,0.46
103775,0,0.21
103776,0,0.3
103777,0,0.47
103778,0,0.16
103779,0,0.27
103780,0,0.25
103781,0,0.28
103782,0,0.18
103783,0,0.21
103784,0,0.34
103785,0,0.2
103786,0,0.34
103787,0,0.35
103788,0,0.13
103789,0,0.2
103790,0,0.38
103791,0,0.42
103792,0,0.35
103793,1,0.58
103794,0,0.24
103795,0,0.2
103796,0,0.32
103797,0,0.2
103798,0,0.3
103799,0,0.18
103800,0,0.3
103801,0,0.24
103802,1,0.64
103803,0,0.19
103804,0,0.34
103805,0,0.22
103806,0,0.32
103807,0,0.22
103808,0,0.27
103809,0,0.2
103810,0,0.26
103811,0,0.46
103812,0,0.26
103813,0,0.21
103814,0,0.42
103815,0,0.24
103816,0,0.04
103817,0,0.16
103818,1,0.57
103819,0,0.2
103820,0,0.26
103821,0,0.34
103822,0,0.38
103823,0,0.08
103824,0,0.32
103825,0,0.16
103826,0,0.21
103827,0,0.1
103828,0,0.2
103829,0,0.38
103830,0,0.29
103831,0,0.22
103832,0,0.3
103833,0,0.22
103834,0,0.19
103835,0,0.36
103836,0,0.07
103837,0,0.47
103838,0,0.36
103839,0,0.32
103840,0,0.45
103841,0,0.14
103842,0,0.24
103843,0,0.48
103844,0,0.24
103845,0,0.42
103846,0,0.22
103847,0,0.04
103848,0,0.18
103849,0,0.32
103850,0,0.09
103851,0,0.12
103852,0,0.23
103853,0,0.22
103854,0,0.28
103855,0,0.17
103856,0,0.22
103857,0,0.13
103858,0,0.27
103859,0,0.36
103860,1,0.51
103861,0,0.1
103862,0,0.42
103863,0,0.23
103864,0,0.25
103865,0,0.46
103866,0,0.45
103867,0,0.36
103868,0,0.47
103869,0,0.28
103870,0,0.44
103871,0,0.3
103872,0,0.23
103873,1,0.6
103874,0,0.08
103875,0,0.2
103876,0,0.3
103877,0,0.24
103878,0,0.3
103879,0,0.06
103880,0,0.2
103881,0,0.28
103882,0,0.32
103883,0,0.26
103884,0,0.28
103885,0,0.08
103886,0,0.2
103887,0,0.16
103888,0,0.4
103889,0,0.36
103890,0,0.26
103891,0,0.16
103892,0,0.3
103893,0,0.25
103894,0,0.22
103895,0,0.48
103896,0,0.28
103897,0,0.4
103898,0,0.26
103899,0,0.2
103900,0,0.3
103901,0,0.48
103902,0,0.08
103903,0,0.34
103904,0,0.24
103905,0,0.12
103906,0,0.34
103907,0,0.26
103908,0,0.3
103909,0,0.16
103910,0,0.33
103911,0,0.4
103912,0,0.14
103913,0,0.34
103914,0,0.36
103915,0,0.26
103916,0,0.36
103917,0,0.08
103918,0,0.22
103919,0,0.36
103920,1,0.56
103921,0,0.22
103922,0,0.28
103923,0,0.34
103924,0,0.22
103925,0,0.26
103926,0,0.22
103927,0,0.28
103928,0,0.12
103929,0,0.42
103930,0,0.28
103931,0,0.4
103932,0,0.24
103933,0,0.24
103934,0,0.32
103935,1,0.62
103936,0,0.24
103937,1,0.56
103938,0,0.29
103939,1,0.69
103940,0,0.26
103941,0,0.05
103942,0,0.16
103943,0,0.2
103944,0,0.38
103945,0,0.22
103946,0,0.32
103947,0,0.11
103948,0,0.28
103949,0,0.2
103950,0,0.22
103951,0,0.3
103952,0,0.24
103953,0,0.32
103954,0,0.46
103955,0,0.12
103956,0,0.26
103957,0,0.06
103958,0,0.3
103959,0,0.15
103960,0,0.27
103961,0,0.18
103962,0,0.29
103963,0,0.16
103964,0,0.25
103965,0,0.42
103966,0,0.5
103967,0,0.31
103968,0,0.26
103969,1,0.5
103970,0,0.17
103971,0,0.24
103972,0,0.22
103973,0,0.21
103974,0,0.18
103975,0,0.36
103976,0,0.29
103977,0,0.2
103978,0,0.16
103979,0,0.18
103980,0,0.32
103981,0,0.14
103982,0,0.41
103983,0,0.37
103984,0,0.38
103985,0,0.26
103986,0,0.28
103987,0,0.12
103988,0,0.48
103989,0,0.18
103990,0,0.28
103991,0,0.32
103992,0,0.14
103993,0,0.28
103994,0,0.34
103995,0,0.24
103996,0,0.12
103997,0,0.3
103998,0,0.24
103999,1,0.79
104000,1,0.8
104001,0,0.38
104002,0,0.34
104003,0,0.32
104004,0,0.32
104005,0,0.3
104006,1,0.63
104007,1,0.78
104008,0,0.37
104009,0,0.2
104010,0,0.26
104011,0,0.32
104012,1,0.56
104013,0,0.42
104014,0,0.18
104015,0,0.2
104016,0,0.28
104017,0,0.22
104018,0,0.17
104019,0,0.31
104020,0,0.31
104021,0,0.05
104022,0,0.37
104023,0,0.22
104024,0,0.18
104025,1,0.62
104026,0,0.32
104027,0,0.27
104028,0,0.3
104029,0,0.24
104030,0,0.34
104031,0,0.5
104032,0,0.16
104033,0,0.23
104034,0,0.37
104035,0,0.26
104036,0,0.34
104037,0,0.15
104038,1,0.54
104039,0,0.16
104040,1,0.63
104041,0,0.3
104042,0,0.13
104043,0,0.35
104044,0,0.03
104045,0,0.48
104046,0,0.2
104047,0,0.28
104048,0,0.3
104049,0,0.11
104050,0,0.22
104051,0,0.14
104052,0,0.24
104053,0,0.22
104054,0,0.42
104055,0,0.12
104056,0,0.06
104057,0,0.34
104058,0,0.34
104059,0,0.22
104060,0,0.26
104061,0,0.46
104062,0,0.12
104063,0,0.18
104064,0,0.28
104065,0,0.42
104066,0,0.24
104067,0,0.19
104068,0,0.16
104069,0,0.28
104070,0,0.2
104071,0,0.36
104072,0,0.21
104073,0,0.3
104074,0,0.16
104075,0,0.38
104076,0,0.28
104077,0,0.4
104078,0,0.3
104079,0,0.14
104080,0,0.14
104081,0,0.28
104082,0,0.5
104083,0,0.18
104084,0,0.32
104085,0,0.16
104086,0,0.32
104087,0,0.45
104088,0,0.22
104089,0,0.46
104090,0,0.14
104091,0,0.36
104092,0,0.12
104093,0,0.16
104094,0,0.28
104095,0,0.19
104096,0,0.1
104097,0,0.36
104098,0,0.34
104099,0,0.36
104100,0,0.26
104101,0,0.46
104102,0,0.18
104103,0,0.32
104104,0,0.24
104105,0,0.3
104106,0,0.06
104107,1,0.5
104108,0,0.22
104109,0,0.22
104110,0,0.08
104111,0,0.24
104112,1,0.5
104113,0,0.24
104114,1,0.71
104115,0,0.25
104116,0,0.07
104117,0,0.26
104118,0,0.25
104119,0,0.26
104120,0,0.4
104121,0,0.32
104122,0,0.29
104123,0,0.34
104124,0,0.26
104125,0,0.14
104126,0,0.35
104127,0,0.2
104128,0,0.11
104129,0,0.28
104130,0,0.2
104131,0,0.32
104132,0,0.08
104133,0,0.22
104134,0,0.36
104135,0,0.25
104136,0,0.22
104137,0,0.28
104138,0,0.4
104139,0,0.31
104140,0,0.26
104141,0,0.28
104142,0,0.27
104143,0,0.14
104144,0,0.28
104145,0,0.21
104146,0,0.23
104147,0,0.46
104148,0,0.16
104149,0,0.46
104150,0,0.24
104151,1,0.56
104152,0,0.06
104153,0,0.22
104154,0,0.24
104155,0,0.16
104156,0,0.14
104157,0,0.18
104158,0,0.18
104159,0,0.22
104160,0,0.26
104161,0,0.16
104162,0,0.26
104163,0,0.16
104164,1,0.6
104165,0,0.29
104166,0,0.29
104167,0,0.4
104168,0,0.3
104169,1,0.7
104170,0,0.14
104171,0,0.12
104172,0,0.31
104173,0,0.26
104174,0,0.16
104175,0,0.5
104176,0,0.38
104177,0,0.32
104178,0,0.3
104179,0,0.14
104180,0,0.28
104181,0,0.12
104182,0,0.42
104183,0,0.27
104184,0,0.2
104185,0,0.26
104186,0,0.39
104187,1,0.54
104188,0,0.32
104189,0,0.38
104190,0,0.12
104191,0,0.17
104192,0,0.24
104193,0,0.11
104194,0,0.37
104195,0,0.36
104196,0,0.42
104197,1,0.52
104198,0,0.15
104199,0,0.24
104200,0,0.34
104201,0,0.22
104202,0,0.11
104203,0,0.14
104204,0,0.22
104205,0,0.22
104206,0,0.46
104207,0,0.27
104208,0,0.3
104209,0,0.5
104210,0,0.18
104211,0,0.16
104212,0,0.14
104213,0,0.22
104214,0,0.28
104215,0,0.38
104216,0,0.24
104217,0,0.33
104218,0,0.35
104219,0,0.34
104220,0,0.48
104221,0,0.26
104222,0,0.34
104223,1,0.68
104224,0,0.34
104225,0,0.18
104226,0,0.28
104227,0,0.24
104228,0,0.35
104229,0,0.24
104230,1,0.62
104231,0,0.34
104232,0,0.2
104233,0,0.45
104234,0,0.36
104235,0,0.16
104236,1,0.79
104237,0,0.26
104238,0,0.34
104239,0,0.41
104240,0,0.23
104241,1,0.59
104242,0,0.44
104243,0,0.22
104244,0,0.37
104245,0,0.39
104246,0,0.24
104247,0,0.2
104248,0,0.33
104249,0,0.35
104250,0,0.32
